experiment,experiment_label,condition_id,condition_label,delay_family,variant,variant_label,delay_label,act_min,act_max,obs_min,obs_max,seed,train_steps,episode,episode_steps,true_return,delayed_return,mean_distance,final_distance,min_distance,success
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,503000,3000,4,90,-304.1427791118622,-249.60758566856384,3.3793642123540244,5.453519344329834,2.0049245357513428,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,504000,4000,0,90,-94.35519123077393,-85.44123315811157,1.0483910136752659,0.8913958072662354,0.4258129298686981,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,504000,4000,1,90,-78.68443143367767,-74.25167661905289,0.8742714603741963,0.44327548146247864,0.281574010848999,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,504000,4000,2,90,-87.99609154462814,-86.42592996358871,0.9777343504958682,0.15701615810394287,0.07260627299547195,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,504000,4000,3,90,-156.77037143707275,-138.2546248435974,1.741893015967475,1.8515746593475342,1.4653868675231934,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,504000,4000,4,90,-141.69648575782776,-129.6607916355133,1.5744053973091974,1.2035694122314453,1.1936477422714233,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,505000,5000,0,90,-405.22608852386475,-328.90071964263916,4.5025120947096084,7.632536888122559,2.0702810287475586,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,505000,5000,1,90,-382.2745475769043,-309.8156223297119,4.247494973076714,7.245892524719238,2.1782948970794678,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,505000,5000,2,90,-352.98544692993164,-284.8146848678589,3.9220605214436848,6.817076206207275,2.010267734527588,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,505000,5000,3,90,-426.12090849876404,-347.6077678203583,4.734676761097378,7.851314067840576,2.2712032794952393,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,505000,5000,4,90,-394.8239815235138,-320.54998993873596,4.3869331280390425,7.427399158477783,2.1229751110076904,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,506000,6000,0,90,-301.6326916217804,-256.0098087787628,3.3514743513531156,4.562288284301758,2.2637875080108643,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,506000,6000,1,90,-276.55629205703735,-237.22268152236938,3.072847689522637,3.933361053466797,2.1171886920928955,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,506000,6000,2,90,-324.183881521225,-275.66759848594666,3.602043128013611,4.851628303527832,2.3470420837402344,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,506000,6000,3,90,-268.10350024700165,-227.08207213878632,2.9789277805222407,4.102142810821533,1.8985873460769653,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,506000,6000,4,90,-292.05036425590515,-248.7657287120819,3.245004047287835,4.328463554382324,2.1708176136016846,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,507000,7000,0,90,-102.70708042383194,-89.23268634080887,1.1411897824870216,1.3474394083023071,0.7044832706451416,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,507000,7000,1,90,-109.21237069368362,-95.06213146448135,1.2134707854853737,1.415023922920227,0.765236496925354,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,507000,7000,2,90,-118.88819342851639,-105.70598131418228,1.3209799269835154,1.3182212114334106,0.8174861073493958,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,507000,7000,3,90,-119.53368759155273,-104.69290590286255,1.3281520843505858,1.4840781688690186,0.81485515832901,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,507000,7000,4,90,-107.22735637426376,-94.64166158437729,1.191415070825153,1.2585694789886475,0.7007516026496887,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,508000,8000,0,90,-189.40132200717926,-162.71661579608917,2.104459133413103,2.668470621109009,1.6942627429962158,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,508000,8000,1,90,-202.9253910779953,-173.67489326000214,2.254726567533281,2.9250497817993164,1.882179856300354,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,508000,8000,2,90,-205.69549703598022,-175.72709226608276,2.2855055226220027,2.996840476989746,1.8978888988494873,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,508000,8000,3,90,-173.20293855667114,-148.98114395141602,1.924477095074124,2.4221794605255127,1.578169584274292,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,508000,8000,4,90,-165.1545112133026,-142.8064124584198,1.8350501245922513,2.2348098754882812,1.4653377532958984,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,509000,9000,0,90,-121.95035797357559,-114.43852883577347,1.3550039774841733,0.7511829137802124,0.6137937307357788,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,509000,9000,1,90,-109.22955483198166,-100.37192791700363,1.2136617203553517,0.8857626914978027,0.6328039169311523,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,509000,9000,2,90,-106.05091434717178,-97.08866101503372,1.1783434927463532,0.8962253332138062,0.6148850321769714,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,509000,9000,3,90,-122.16523903608322,-113.75960546731949,1.357391544845369,0.8405633568763733,0.6767975091934204,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,509000,9000,4,90,-102.29021072387695,-92.10404992103577,1.136557896931966,1.0186160802841187,0.5545607209205627,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,510000,10000,0,90,-105.83725708723068,-99.60779446363449,1.175969523191452,0.6229462623596191,0.36456677317619324,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,510000,10000,1,90,-102.45300191640854,-96.33042055368423,1.1383666879600949,0.6122581362724304,0.32799214124679565,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,510000,10000,2,90,-97.64756935834885,-89.86442047357559,1.0849729928705427,0.7783148884773254,0.3724079430103302,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,510000,10000,3,90,-111.50621569156647,-100.57539021968842,1.2389579521285163,1.0930825471878052,0.601435124874115,0.0
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10,10,10,10,510000,10000,4,90,-102.60687005519867,-97.54083049297333,1.140076333946652,0.5066039562225342,0.38563308119773865,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,501000,1000,0,95,-204.54722118377686,-170.35905194282532,2.1531286440397563,2.2792112827301025,1.9436392784118652,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,501000,1000,1,95,-185.4628849029541,-154.95043277740479,1.9522408937153064,2.034163475036621,1.7703596353530884,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,501000,1000,2,95,-192.75691747665405,-160.66816687583923,2.0290201839647795,2.1392500400543213,1.8316586017608643,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,501000,1000,3,95,-185.0193088054657,-154.3176965713501,1.947571671636481,2.04677414894104,1.7530243396759033,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,501000,1000,4,95,-168.96124637126923,-140.4734400510788,1.7785394354870445,1.8991870880126953,1.5704543590545654,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,502000,2000,0,95,-226.86742496490479,-195.86083841323853,2.3880781575253134,2.067105770111084,2.067105770111084,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,502000,2000,1,95,-237.9810643196106,-205.22706151008606,2.5050638349432695,2.1836001873016357,2.1836001873016357,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,502000,2000,2,95,-220.45952701568604,-191.1056854724884,2.320626600165116,1.9569227695465088,1.9569227695465088,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,502000,2000,3,95,-196.04455745220184,-169.7184453010559,2.0636269205494933,1.755074143409729,1.755074143409729,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,502000,2000,4,95,-212.15912079811096,-184.1410962343216,2.23325390313801,1.8678683042526245,1.8678683042526245,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,503000,3000,0,95,-219.10801196098328,-193.63479220867157,2.3064001259050873,1.6982146501541138,1.6982146501541138,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,503000,3000,1,95,-216.94697618484497,-190.87953805923462,2.283652380893105,1.7378292083740234,1.7378292083740234,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,503000,3000,2,95,-211.60361194610596,-187.21107745170593,2.2274064415379575,1.626168966293335,1.626168966293335,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,503000,3000,3,95,-223.336040019989,-195.79877817630768,2.350905684420937,1.8358174562454224,1.8358174562454224,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,503000,3000,4,95,-212.21924114227295,-186.13629627227783,2.233886748866031,1.7388629913330078,1.7388629913330078,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,504000,4000,0,95,-267.1011588573456,-204.47368121147156,2.8115911458667955,4.175165176391602,1.6450331211090088,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,504000,4000,1,95,-229.43702042102814,-174.1008561849594,2.415126530747665,3.689077615737915,1.2583394050598145,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,504000,4000,2,95,-271.641237616539,-208.051411986351,2.859381448595147,4.239321708679199,1.6643608808517456,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,504000,4000,3,95,-262.1432662010193,-199.57741498947144,2.7594028021159924,4.171056747436523,1.530674934387207,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,504000,4000,4,95,-276.90864300727844,-212.63145661354065,2.9148278211292467,4.2851457595825195,1.6909825801849365,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,505000,5000,0,95,-313.43486404418945,-234.25722694396973,3.299314358359889,5.278509140014648,1.9767444133758545,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,505000,5000,1,95,-318.36659264564514,-240.14490914344788,3.351227291006791,5.214778900146484,2.124864339828491,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,505000,5000,2,95,-305.7509126663208,-229.85498332977295,3.218430659645482,5.059728622436523,2.0051403045654297,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,505000,5000,3,95,-338.12667632102966,-255.0714590549469,3.5592281718003123,5.537014484405518,2.25056791305542,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,505000,5000,4,95,-317.04265117645264,-238.35346221923828,3.337291065015291,5.245945930480957,2.086008071899414,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,506000,6000,0,95,-273.1384108066559,-223.12961077690125,2.8751411663858515,3.3339200019836426,2.2637875080108643,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,506000,6000,1,95,-254.0468807220459,-207.50944566726685,2.6741776918110096,3.1024956703186035,2.1171886920928955,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,506000,6000,2,95,-275.18484807014465,-225.17665600776672,2.8966826112646804,3.3338794708251953,2.3440332412719727,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,506000,6000,3,95,-229.204531788826,-187.30090963840485,2.412679281987642,2.793574810028076,1.8797115087509155,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,506000,6000,4,95,-255.01313853263855,-209.3569164276123,2.6843488266593534,3.043748140335083,2.1691064834594727,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,507000,7000,0,95,-219.72121942043304,-179.6918569803238,2.3128549412677164,2.66862416267395,1.8682790994644165,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,507000,7000,1,95,-241.26832616329193,-195.2477170228958,2.5396665911925465,3.068040609359741,1.9978739023208618,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,507000,7000,2,95,-266.22158455848694,-212.76392149925232,2.8023324690367044,3.5638442039489746,2.1268835067749023,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,507000,7000,3,95,-277.7485308647156,-220.56247568130493,2.9236687459443744,3.812403678894043,2.1529319286346436,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,507000,7000,4,95,-247.50615215301514,-198.43295669555664,2.6053279174001593,3.2715463638305664,2.0066354274749756,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,508000,8000,0,95,-253.13317894935608,-205.2480947971344,2.6645597784142745,3.1923389434814453,2.0462186336517334,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,508000,8000,1,95,-262.79082322120667,-211.9123616218567,2.7662191918021755,3.391897439956665,2.0565309524536133,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,508000,8000,2,95,-277.71184039115906,-225.11456561088562,2.9232825304332533,3.5064849853515625,2.191107749938965,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,508000,8000,3,95,-270.53164935112,-217.60518169403076,2.8477015721170527,3.5284311771392822,2.0674996376037598,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,508000,8000,4,95,-275.14745593070984,-222.8269350528717,2.896289009796946,3.488034725189209,2.1665284633636475,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,509000,9000,0,95,-344.91376972198486,-264.84970903396606,3.6306712602314195,5.33760404586792,2.252044200897217,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,509000,9000,1,95,-325.66514468193054,-247.27958178520203,3.428054154546637,5.225704193115234,2.0055813789367676,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,509000,9000,2,95,-319.17647337913513,-240.64185118675232,3.359752351359317,5.2356414794921875,1.9145886898040771,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,509000,9000,3,95,-337.5252673625946,-256.4241216182709,3.5528975511852066,5.406743049621582,2.1304798126220703,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,509000,9000,4,95,-317.9704545736313,-238.9622186422348,3.3470574165645397,5.267215728759766,1.8798625469207764,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,510000,10000,0,95,-313.9519798755646,-255.91877937316895,3.30475768290068,3.868880033493042,2.2855072021484375,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,510000,10000,1,95,-311.0520851612091,-252.85712957382202,3.2742324753811487,3.8796637058258057,2.254546880722046,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,510000,10000,2,95,-304.7054822444916,-246.7571361064911,3.207426128889385,3.863223075866699,2.0939149856567383,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,510000,10000,3,95,-308.5255477428436,-249.16847324371338,3.247637344661512,3.9571382999420166,2.1269571781158447,0.0
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",15,15,15,15,510000,10000,4,95,-306.40133810043335,-245.17559719085693,3.225277243162456,4.081716060638428,1.993490219116211,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,501000,1000,0,100,-242.6585030555725,-190.8867335319519,2.4265850305557253,2.5885884761810303,2.268052101135254,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,501000,1000,1,100,-221.51072072982788,-174.74422979354858,2.2151072072982787,2.338324546813965,2.087207078933716,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,501000,1000,2,100,-230.0509648323059,-181.12394380569458,2.300509648323059,2.4463510513305664,2.1382131576538086,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,501000,1000,3,100,-221.65592288970947,-174.62308025360107,2.216559228897095,2.35164213180542,2.054396390914917,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,501000,1000,4,100,-204.52367568016052,-160.5486752986908,2.0452367568016054,2.1987500190734863,1.8947257995605469,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,502000,2000,0,100,-193.2749924659729,-162.27053022384644,1.932749924659729,1.5502231121063232,1.5502231121063232,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,502000,2000,1,100,-203.80341494083405,-171.31416523456573,2.0380341494083405,1.6244624853134155,1.6244624853134155,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,502000,2000,2,100,-190.8963611125946,-158.38101649284363,1.908963611125946,1.6257672309875488,1.6119391918182373,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,502000,2000,3,100,-162.87479627132416,-137.64044749736786,1.6287479627132415,1.261717438697815,1.261717438697815,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,502000,2000,4,100,-182.24167156219482,-151.42612981796265,1.8224167156219482,1.5407770872116089,1.5407770872116089,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,503000,3000,0,100,-239.46327471733093,-183.5339572429657,2.3946327471733095,2.7964658737182617,2.0676891803741455,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,503000,3000,1,100,-236.9032280445099,-181.59840035438538,2.369032280445099,2.7652413845062256,2.065730571746826,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,503000,3000,2,100,-228.9643313884735,-177.03104758262634,2.289643313884735,2.5966641902923584,2.0469489097595215,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,503000,3000,3,100,-241.86256074905396,-186.36398935317993,2.4186256074905397,2.774928569793701,2.1329703330993652,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,503000,3000,4,100,-228.36731719970703,-175.88450717926025,2.28367317199707,2.624140501022339,2.0049245357513428,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,504000,4000,0,100,-289.0881543159485,-207.79305505752563,2.8908815431594848,4.064754962921143,2.0435900688171387,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,504000,4000,1,100,-256.5328003168106,-181.05741274356842,2.5653280031681063,3.7737693786621094,1.7282145023345947,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,504000,4000,2,100,-295.2322573661804,-212.14599561691284,2.9523225736618044,4.154313087463379,2.085075855255127,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,504000,4000,3,100,-282.26796996593475,-201.95995223522186,2.8226796996593477,4.0154008865356445,1.9802643060684204,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,504000,4000,4,100,-301.64186096191406,-217.37497901916504,3.0164186096191408,4.213344097137451,2.156432628631592,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,505000,5000,0,100,-243.30630445480347,-185.96585893630981,2.433063044548035,2.8670222759246826,2.030158042907715,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,505000,5000,1,100,-259.3995716571808,-199.20339608192444,2.5939957165718077,3.0098087787628174,2.162219524383545,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,505000,5000,2,100,-246.59050750732422,-188.91269969940186,2.465905075073242,2.883890390396118,2.0260818004608154,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,505000,5000,3,100,-277.08094477653503,-211.31173014640808,2.7708094477653504,3.2884607315063477,2.2712032794952393,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,505000,5000,4,100,-255.9234766960144,-195.86314725875854,2.559234766960144,3.003016471862793,2.1229751110076904,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,506000,6000,0,100,-265.5437695980072,-205.70738673210144,2.655437695980072,2.991819143295288,2.2637875080108643,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,506000,6000,1,100,-247.5546350479126,-190.9807767868042,2.475546350479126,2.82869291305542,2.116870403289795,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,506000,6000,2,100,-271.2029881477356,-210.1153702735901,2.712029881477356,3.0543808937072754,2.336926221847534,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,506000,6000,3,100,-222.54002344608307,-171.24387514591217,2.225400234460831,2.564807415008545,1.8797115087509155,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,506000,6000,4,100,-252.79343605041504,-195.88829040527344,2.52793436050415,2.84525728225708,2.1691064834594727,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,507000,7000,0,100,-256.3613532781601,-185.28032529354095,2.5636135327816008,3.554051399230957,1.9168630838394165,0.0
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",20,20,20,20,507000,7000,1,100,-269.1511995792389,-194.63749241828918,2.6915119957923888,3.7256853580474854,2.039811849594116,0.0
