experiment,experiment_label,condition_id,condition_label,delay_family,variant,variant_label,delay_label,train_steps,metric,iqm,q1,q3,n
constant,Constant delay,constant_10_10,"(10,10)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",9000,mean_distance,1.670090009989562,1.6580433693197039,1.6857155064741771,5
constant,Constant delay,constant_10_10,"(10,10)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10000,mean_distance,1.1625172360075844,1.0929100634323226,1.2057376638054849,5
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",1000,mean_distance,1.9452789840874847,1.8898469792471992,2.0133291204770405,5
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",2000,mean_distance,1.5150442061600862,1.3961383435461256,1.6445284485816956,5
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",3000,mean_distance,3.4491586817635436,3.3790314859814115,3.5890803469551935,5
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",4000,mean_distance,1.2001769204934438,0.9777343504958682,1.5744053973091974,5
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",5000,mean_distance,4.378980065275122,4.247494973076714,4.5025120947096084,5
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",6000,mean_distance,3.2231086960545294,3.072847689522637,3.3514743513531156,5
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",7000,mean_distance,1.241955261098014,1.191415070825153,1.3209799269835154,5
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",8000,mean_distance,2.0945542653401694,1.924477095074124,2.254726567533281,5
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",9000,mean_distance,1.249003063528626,1.1783434927463532,1.3550039774841733,5
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10000,mean_distance,1.1514708483660663,1.1383666879600949,1.175969523191452,5
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",1000,mean_distance,1.9762775831055224,1.947571671636481,2.0290201839647795,5
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",2000,mean_distance,2.3139862202761465,2.23325390313801,2.3880781575253134,5
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",3000,mean_distance,2.2746464185547413,2.233886748866031,2.3064001259050873,5
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",4000,mean_distance,2.810125132192645,2.7594028021159924,2.859381448595147,5
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",5000,mean_distance,3.3292775714606573,3.299314358359889,3.351227291006791,5
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",6000,mean_distance,2.7445558949520716,2.6741776918110096,2.8751411663858515,5
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",7000,mean_distance,2.6491089925431366,2.5396665911925465,2.8023324690367044,5
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",8000,mean_distance,2.8367365912387243,2.7662191918021755,2.896289009796946,5
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",9000,mean_distance,3.4469013523637204,3.359752351359317,3.5528975511852066,5
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",10000,mean_distance,3.249049021068372,3.225277243162456,3.2742324753811487,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",1000,mean_distance,2.2440586948394774,2.2151072072982787,2.300509648323059,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",2000,mean_distance,1.8880434171358742,1.8224167156219482,1.932749924659729,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",3000,mean_distance,2.351102780501048,2.289643313884735,2.3946327471733095,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",4000,mean_distance,2.888627938826879,2.8226796996593477,2.9523225736618044,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",5000,mean_distance,2.539711852868398,2.465905075073242,2.5939957165718077,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",6000,mean_distance,2.5529728023211162,2.475546350479126,2.655437695980072,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",7000,mean_distance,2.720547289848328,2.652761631011963,2.8173682427406312,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",8000,mean_distance,2.093530028661092,2.0772432386875153,2.1106838274002073,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",9000,mean_distance,3.051120404005051,2.815593719482422,3.2771492528915407,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",10000,mean_distance,2.265685773690542,2.1860071659088134,2.350717694759369,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(20,20)",1000,mean_distance,2.165371258258819,2.117845046520233,2.234329545497894,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(20,20)",2000,mean_distance,2.5278466836611426,2.419852991104126,2.6523285412788393,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(20,20)",3000,mean_distance,1.6664770799875257,1.63969743847847,1.6873762691020966,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(20,20)",4000,mean_distance,1.5439915929238002,1.4428671860694886,1.5976094615459442,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(20,20)",5000,mean_distance,2.0233941785494487,1.9754142999649047,2.0594008207321166,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(20,20)",6000,mean_distance,2.4104066729545592,2.276510412693024,2.51811815738678,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(20,20)",7000,mean_distance,2.301034553448359,2.2660015738010406,2.3208245706558226,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(20,20)",8000,mean_distance,1.68122811516126,1.6143607932329178,1.777970689535141,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(20,20)",9000,mean_distance,1.8183114230632782,1.7147086095809936,1.944251368045807,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(20,20)",10000,mean_distance,1.5306349420547483,1.4954824525117874,1.5865158474445342,5
constant,Constant delay,constant_20_20,"(20,20)",constant,unseen,Unseen delay,"(20,20)",1000,mean_distance,1.9453256070613858,1.889925810098648,2.0221294260025022,5
constant,Constant delay,constant_20_20,"(20,20)",constant,unseen,Unseen delay,"(20,20)",2000,mean_distance,2.8276890540122985,2.541833271980286,3.0409547114372253,5
constant,Constant delay,constant_20_20,"(20,20)",constant,unseen,Unseen delay,"(20,20)",3000,mean_distance,2.7740502436955765,2.605731039047241,3.058317542076111,5
constant,Constant delay,constant_20_20,"(20,20)",constant,unseen,Unseen delay,"(20,20)",4000,mean_distance,4.237238696813583,4.193015656471252,4.317970477342605,5
constant,Constant delay,constant_20_20,"(20,20)",constant,unseen,Unseen delay,"(20,20)",5000,mean_distance,3.052998723189036,2.687903490066528,3.538314301967621,5
constant,Constant delay,constant_20_20,"(20,20)",constant,unseen,Unseen delay,"(20,20)",6000,mean_distance,1.8532592089722553,1.837670130059123,1.8665061758458614,5
constant,Constant delay,constant_20_20,"(20,20)",constant,unseen,Unseen delay,"(20,20)",7000,mean_distance,1.8607568304861584,1.8243075662478805,1.8874780064076184,5
constant,Constant delay,constant_20_20,"(20,20)",constant,unseen,Unseen delay,"(20,20)",8000,mean_distance,1.5269344351192313,1.401077906191349,1.608470930606127,5
constant,Constant delay,constant_20_20,"(20,20)",constant,unseen,Unseen delay,"(20,20)",9000,mean_distance,1.6681450218893588,1.5761871522478759,1.7270713786780834,5
constant,Constant delay,constant_20_20,"(20,20)",constant,unseen,Unseen delay,"(20,20)",10000,mean_distance,1.8162567204112807,1.773741237744689,1.851811993457377,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,augmented_action,Augmented (+action buffer),"(0,0-10)",1000,mean_distance,1.0601342248195618,0.9855480159030241,1.12815857651722,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,augmented_action,Augmented (+action buffer),"(0,0-10)",2000,mean_distance,1.6309913797418691,1.551921831709998,1.7343547809414748,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,augmented_action,Augmented (+action buffer),"(0,0-10)",3000,mean_distance,1.8847767015620225,1.8293768629431724,1.9720846230075473,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,augmented_action,Augmented (+action buffer),"(0,0-10)",4000,mean_distance,2.090113720892783,2.0734332501888275,2.0989750042194273,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,augmented_action,Augmented (+action buffer),"(0,0-10)",5000,mean_distance,1.7025030672659962,1.5576837995932216,1.7857976180535775,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,augmented_action,Augmented (+action buffer),"(0,0-10)",6000,mean_distance,2.3019927625214796,2.2253075048327444,2.3802748483770033,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,augmented_action,Augmented (+action buffer),"(0,0-10)",7000,mean_distance,1.964136342745079,1.6904974411050957,2.2004036977887154,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,augmented_action,Augmented (+action buffer),"(0,0-10)",8000,mean_distance,1.1507758978252118,1.0680170468077428,1.2413731306791305,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,augmented_action,Augmented (+action buffer),"(0,0-10)",9000,mean_distance,0.9249011824693826,0.831936739385128,1.0058572681511149,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,augmented_action,Augmented (+action buffer),"(0,0-10)",10000,mean_distance,0.7760528205887911,0.7181148985285818,0.8418098868411265,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0-10)",1000,mean_distance,1.9909393623673282,1.864211057214176,2.0728146070387305,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0-10)",2000,mean_distance,2.2111651997279163,2.1564313888549806,2.2669107076667605,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0-10)",3000,mean_distance,2.450725065178575,2.3674928237156694,2.522560545977424,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0-10)",4000,mean_distance,1.0931565382794013,1.078929769346513,1.1184455497962673,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0-10)",5000,mean_distance,1.63055309284939,1.5794090387367068,1.6843521624076656,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0-10)",6000,mean_distance,1.4358949056345651,1.3595953926444053,1.5222653178607717,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0-10)",7000,mean_distance,1.265033860999089,1.2025991758195365,1.3177162483334541,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0-10)",8000,mean_distance,1.6664320586628192,1.5909874027158006,1.8122923853920727,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0-10)",9000,mean_distance,1.0089800035399705,0.8520606550169579,1.0966223341872894,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0-10)",10000,mean_distance,0.884541702642038,0.8607761550967287,0.9144760182610264,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,unseen,Unseen delay,"(0,0-10)",1000,mean_distance,1.4504007909943146,1.370552237643752,1.5407189043556773,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,unseen,Unseen delay,"(0,0-10)",2000,mean_distance,1.3334690180280113,1.3150002494454385,1.356694675627209,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,unseen,Unseen delay,"(0,0-10)",3000,mean_distance,1.2736747690477346,1.2182207740843296,1.3365616384674521,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,unseen,Unseen delay,"(0,0-10)",4000,mean_distance,1.2008507229037697,1.1053895375814782,1.2712312738100688,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,unseen,Unseen delay,"(0,0-10)",5000,mean_distance,1.175740909949836,1.1143346726894379,1.2276301005991495,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,unseen,Unseen delay,"(0,0-10)",6000,mean_distance,0.921119200950271,0.9044530130922794,0.9361800366923922,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,unseen,Unseen delay,"(0,0-10)",7000,mean_distance,1.183217322211248,1.1674574166536331,1.200399386294094,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,unseen,Unseen delay,"(0,0-10)",8000,mean_distance,1.4879549780931027,1.4292775494296377,1.557664981702479,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,unseen,Unseen delay,"(0,0-10)",9000,mean_distance,1.4906973160895518,1.4689133892576378,1.5092372438486885,5
stochastic,Stochastic observation delay,stochastic_0_10,"(0,0-10)",stochastic,unseen,Unseen delay,"(0,0-10)",10000,mean_distance,0.8998444908107469,0.884449549663214,0.9149898794435319,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,augmented_action,Augmented (+action buffer),"(0,0-20)",1000,mean_distance,2.156678310900212,2.0630205897723926,2.2618012732929653,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,augmented_action,Augmented (+action buffer),"(0,0-20)",2000,mean_distance,2.4071892852742036,2.3235785587724433,2.572657867409717,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,augmented_action,Augmented (+action buffer),"(0,0-20)",3000,mean_distance,1.9197895151115152,1.7981108512197221,2.10955088559319,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,augmented_action,Augmented (+action buffer),"(0,0-20)",4000,mean_distance,2.287934855817572,2.215741135725161,2.336937525693108,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,augmented_action,Augmented (+action buffer),"(0,0-20)",5000,mean_distance,1.62554789880469,1.4929471159918923,1.8430657559130565,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,augmented_action,Augmented (+action buffer),"(0,0-20)",6000,mean_distance,1.4429674410296354,1.4052253491738262,1.4769352152023787,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,augmented_action,Augmented (+action buffer),"(0,0-20)",7000,mean_distance,2.1310320131492926,2.099180621662359,2.1892223796625245,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,augmented_action,Augmented (+action buffer),"(0,0-20)",8000,mean_distance,2.2083376965692194,2.133830982010539,2.287391805067295,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,augmented_action,Augmented (+action buffer),"(0,0-20)",9000,mean_distance,1.3417699996427217,1.2502579510211944,1.476626194303944,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,augmented_action,Augmented (+action buffer),"(0,0-20)",10000,mean_distance,1.395424759677787,1.2784051528291367,1.4698395648350318,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0-20)",1000,mean_distance,1.3510070301608585,1.332455996906056,1.371285206741757,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0-20)",2000,mean_distance,2.80115149568978,2.679647618029491,3.022963969104261,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0-20)",3000,mean_distance,1.2002132363758757,1.1607156428622036,1.244307707462992,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0-20)",4000,mean_distance,1.4956148415739952,1.3962455622332042,1.6460633901343948,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0-20)",5000,mean_distance,1.3219349881225588,1.3011927095691809,1.3566645290478165,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0-20)",6000,mean_distance,1.5384133630871328,1.4963567000978133,1.5819073110818862,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0-20)",7000,mean_distance,2.079835817140344,2.043354739745458,2.139460590036436,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0-20)",8000,mean_distance,1.6983339119732863,1.6195674628019332,1.7676118121641438,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0-20)",9000,mean_distance,1.9487456036438482,1.9046075855043123,1.9866550642511118,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0-20)",10000,mean_distance,1.80067870749483,1.74914584841047,1.878106737282218,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,unseen,Unseen delay,"(0,0-20)",1000,mean_distance,3.9752380494236768,3.6756975230048683,4.1712029910669095,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,unseen,Unseen delay,"(0,0-20)",2000,mean_distance,2.8748309765132896,2.8356641786439076,2.9402950183454766,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,unseen,Unseen delay,"(0,0-20)",3000,mean_distance,1.4625065855094712,1.4312589757326173,1.5209174703895336,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,unseen,Unseen delay,"(0,0-20)",4000,mean_distance,0.6633075145861224,0.6359828020923022,0.6822000236772909,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,unseen,Unseen delay,"(0,0-20)",5000,mean_distance,1.5773320693628488,0.9453882152257964,2.521081815944629,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,unseen,Unseen delay,"(0,0-20)",6000,mean_distance,0.6004692080470655,0.5934581240372998,0.6058235643875032,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,unseen,Unseen delay,"(0,0-20)",7000,mean_distance,0.5584055885537239,0.5155482986642991,0.5855317569669636,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,unseen,Unseen delay,"(0,0-20)",8000,mean_distance,0.467888146169884,0.43864243385600454,0.4829068260545703,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,unseen,Unseen delay,"(0,0-20)",9000,mean_distance,0.47272945518680404,0.4684570794078437,0.47668834061307064,5
stochastic,Stochastic observation delay,stochastic_0_20,"(0,0-20)",stochastic,unseen,Unseen delay,"(0,0-20)",10000,mean_distance,0.45537626574679363,0.43810076190328057,0.46905440425171574,5
constant,Constant delay,constant_10_10,"(10,10)",constant,augmented_action,Augmented (+action buffer),"(10,10)",1000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,augmented_action,Augmented (+action buffer),"(10,10)",2000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,augmented_action,Augmented (+action buffer),"(10,10)",3000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,augmented_action,Augmented (+action buffer),"(10,10)",4000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,augmented_action,Augmented (+action buffer),"(10,10)",5000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,augmented_action,Augmented (+action buffer),"(10,10)",6000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,augmented_action,Augmented (+action buffer),"(10,10)",7000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,augmented_action,Augmented (+action buffer),"(10,10)",8000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,augmented_action,Augmented (+action buffer),"(10,10)",9000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,augmented_action,Augmented (+action buffer),"(10,10)",10000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",1000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",2000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",3000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",4000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",5000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",6000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",7000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",8000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",9000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",1000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",2000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",3000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",4000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",5000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",6000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",7000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",8000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",9000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_10_10,"(10,10)",constant,unseen,Unseen delay,"(10,10)",10000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",1000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",2000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",3000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",4000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",5000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",6000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",7000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",8000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",9000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_15_15,"(15,15)",constant,augmented_action_delay,Augmented (+action buffer + delay values),"(15,15)",10000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",1000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",2000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",3000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",4000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",5000,success,0.0,0.0,0.0,5
constant,Constant delay,constant_20_20,"(20,20)",constant,augmented_action,Augmented (+action buffer),"(20,20)",6000,success,0.0,0.0,0.0,5
