experiment,experiment_label,variant,variant_label,delay_label,act_min,act_max,obs_min,obs_max,seed,train_steps,episode,episode_steps,true_return,delayed_return,mean_distance,final_distance,min_distance,success
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,502000,2000,4,90,-186.65202450752258,-165.49492192268372,2.0739113834169176,2.1157102584838867,2.0257551670074463,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,503000,3000,0,90,-183.65587317943573,-162.3598130941391,2.0406208131048413,2.129606008529663,1.918697476387024,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,503000,3000,1,90,-181.548459649086,-160.3613497018814,2.0172051072120665,2.118710994720459,1.9065834283828735,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,503000,3000,2,90,-177.2136596441269,-157.048726439476,1.969040662712521,2.016493320465088,1.8859217166900635,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,503000,3000,3,90,-187.69755828380585,-166.02764117717743,2.0855284253756206,2.166991710662842,1.9631106853485107,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,503000,3000,4,90,-176.46903097629547,-156.13862097263336,1.9607670108477275,2.033041000366211,1.8414347171783447,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,504000,4000,0,90,-169.9237744808197,-154.84288382530212,1.8880419386757745,1.5080890655517578,1.5080890655517578,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,504000,4000,1,90,-138.1973866224289,-126.2722817659378,1.5355265180269877,1.1925104856491089,1.1925104856491089,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,504000,4000,2,90,-173.58347582817078,-157.83827352523804,1.9287052869796752,1.574520230293274,1.574520230293274,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,504000,4000,3,90,-162.06959462165833,-147.03319883346558,1.8007732735739814,1.503639578819275,1.503639578819275,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,504000,4000,4,90,-175.61578631401062,-159.83755469322205,1.951286514600118,1.5778231620788574,1.5778231620788574,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,505000,5000,0,90,-135.44926607608795,-123.5461255311966,1.504991845289866,1.1903140544891357,1.1430518627166748,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,505000,5000,1,90,-145.6126413345337,-134.59752535820007,1.6179182370503744,1.1015115976333618,1.1015115976333618,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,505000,5000,2,90,-136.3170746564865,-126.24185240268707,1.51463416284985,1.0075222253799438,1.0075222253799438,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,505000,5000,3,90,-158.70561861991882,-144.8814001083374,1.7633957624435426,1.382421851158142,1.3817048072814941,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,505000,5000,4,90,-142.65572810173035,-131.35729932785034,1.5850636455747815,1.1298428773880005,1.1289020776748657,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,506000,6000,0,90,-143.69808900356293,-134.01256549358368,1.5966454333729214,0.9685523509979248,0.9685523509979248,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,506000,6000,1,90,-133.53182512521744,-123.58516710996628,1.4836869458357493,0.994665801525116,0.994665801525116,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,506000,6000,2,90,-146.42048847675323,-136.67438340187073,1.6268943164083693,0.9746105074882507,0.9746105074882507,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,506000,6000,3,90,-113.91327583789825,-105.55020773410797,1.265703064865536,0.8363068103790283,0.8332254886627197,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,506000,6000,4,90,-133.75227469205856,-125.33013838529587,1.4861363854673173,0.8422136306762695,0.8422136306762695,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,511000,1000,0,90,-208.83888185024261,-179.81192290782928,2.3204320205582514,2.902695894241333,1.9384881258010864,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,511000,1000,1,90,-199.7879697084427,-173.34359896183014,2.2198663300938075,2.644437074661255,1.9281643629074097,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,511000,1000,2,90,-221.9442262649536,-192.52980136871338,2.4660469584994846,2.9414424896240234,2.1688320636749268,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,511000,1000,3,90,-230.62781023979187,-199.68660759925842,2.5625312248865764,3.0941202640533447,2.2471137046813965,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,511000,1000,4,90,-201.28588378429413,-174.14248645305634,2.2365098198254905,2.7143397331237793,1.9699150323867798,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,512000,2000,0,90,-183.08770942687988,-163.2599835395813,2.0343078825208876,1.9827725887298584,1.9735206365585327,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,512000,2000,1,90,-191.44100785255432,-170.75106263160706,2.127122309472826,2.0689945220947266,2.061774492263794,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,512000,2000,2,90,-184.61719071865082,-164.86641800403595,2.0513021190961203,1.9750772714614868,1.970473289489746,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,512000,2000,3,90,-174.94048833847046,-155.85856795310974,1.943783203760783,1.9081920385360718,1.9061529636383057,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,512000,2000,4,90,-192.146164894104,-171.22803401947021,2.1349573877122667,2.091813087463379,2.0779526233673096,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,513000,3000,0,90,-185.19282603263855,-164.72043776512146,2.057698067029317,2.047238826751709,1.9333739280700684,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,513000,3000,1,90,-174.25817930698395,-154.3580528497696,1.9362019922998217,1.9900126457214355,1.7973580360412598,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,513000,3000,2,90,-173.92619800567627,-154.68089175224304,1.9325133111741808,1.9245306253433228,1.827415943145752,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,513000,3000,3,90,-176.13877713680267,-156.61619246006012,1.9570975237422519,1.9522584676742554,1.8196535110473633,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,513000,3000,4,90,-154.8948519229889,-137.47479605674744,1.721053910255432,1.7420055866241455,1.609228491783142,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,514000,4000,0,90,-207.2789763212204,-180.7050417661667,2.303099736902449,2.657393455505371,1.9583052396774292,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,514000,4000,1,90,-206.33025658130646,-179.92927086353302,2.292558406458961,2.6400985717773438,1.9591549634933472,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,514000,4000,2,90,-196.22069036960602,-171.10570347309113,2.1802298929956225,2.5114986896514893,1.8228838443756104,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,514000,4000,3,90,-207.6872627735138,-181.09240460395813,2.307636253039042,2.6594858169555664,1.9708231687545776,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,514000,4000,4,90,-207.08466756343842,-180.91593730449677,2.3009407507048714,2.616873025894165,1.9647027254104614,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,515000,5000,0,90,-216.5316240787506,-189.34337067604065,2.40590693420834,2.718825340270996,1.9892548322677612,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,515000,5000,1,90,-235.98054099082947,-206.7891972064972,2.6220060110092165,2.9191343784332275,2.231602907180786,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,515000,5000,2,90,-215.34142518043518,-188.98862862586975,2.3926825020048352,2.635279655456543,2.035660982131958,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,515000,5000,3,90,-206.22418415546417,-180.84755671024323,2.291379823949602,2.5376627445220947,1.9327704906463623,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,515000,5000,4,90,-225.43713355064392,-197.66209864616394,2.504857039451599,2.777503490447998,2.122951030731201,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,516000,6000,0,90,-222.7708225250244,-195.8902268409729,2.4752313613891603,2.6880595684051514,2.235344171524048,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,516000,6000,1,90,-227.88647198677063,-200.36310458183289,2.532071910964118,2.7523367404937744,2.233086585998535,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,516000,6000,2,90,-203.00634622573853,-179.1982626914978,2.2556260691748724,2.3808083534240723,2.0107998847961426,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,516000,6000,3,90,-216.01646089553833,-189.87290048599243,2.4001828988393146,2.61435604095459,2.139542818069458,0.0
constant,Constant delay,augmented_action_delay,Augmented (+action buffer + delay values),"(10,10)",10,10,10,10,516000,6000,4,90,-216.97516870498657,-191.0819239616394,2.410835207833184,2.589324474334717,2.1749014854431152,0.0
