condition_id,condition_label,delay_family,variant,variant_label,delay_label,train_steps,metric,iqm,q1,q3,n
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",0,true_return,-33.37552208387933,-35.19046126212925,-31.940868971170858,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",2880,true_return,-22.25064031565853,-24.33223041697056,-20.04195566101407,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",5760,true_return,-22.709695919242222,-24.449511738173896,-21.13381834741449,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",8640,true_return,-22.664718505290995,-24.354162518458907,-20.901847583649214,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",11520,true_return,-22.737178904333025,-24.652339853801095,-21.535934647603426,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",14400,true_return,-22.171088919237565,-24.354519141605124,-20.816901954938658,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",17280,true_return,-22.29931565712468,-24.23985346907284,-20.418740797736973,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",20160,true_return,-22.445847417135763,-24.150321424080175,-21.0658869195031,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",23040,true_return,-21.873881466524228,-24.475048092121142,-20.623774583444174,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",25920,true_return,-21.861961722078075,-23.889542168501066,-20.327609847649,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",28800,true_return,-21.881277875336917,-23.610375306074275,-20.97880928779341,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",31680,true_return,-23.167533266559378,-24.889257041853853,-21.569181494400254,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",34560,true_return,-22.381205687351514,-24.069770761067048,-21.049246797898377,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",37440,true_return,-22.237469934489734,-24.032373651483795,-20.68365579340025,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",40320,true_return,-22.1410213104391,-24.174774709244957,-20.411243549722712,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",43200,true_return,-22.152858079876143,-23.846154426559224,-19.77798458444886,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",46080,true_return,-22.678371164882265,-23.93449049332412,-21.16181607960607,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",48960,true_return,-21.990588550321263,-23.788835752551677,-20.148039695137413,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",51840,true_return,-21.329502320233587,-23.47492370539112,-19.86420774530052,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",54720,true_return,-22.40654400600397,-23.959823248864268,-20.56796852381376,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",57600,true_return,-23.22831964030532,-24.78583121164411,-21.235792795210727,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",60480,true_return,-22.176249613929638,-23.200461290733074,-21.087150987033965,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",63360,true_return,-22.428252111660793,-23.93336398754036,-20.63471314124763,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",66240,true_return,-22.22345560893882,-23.60147466036142,-20.56049679874559,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",69120,true_return,-22.51704473992383,-23.411756183224497,-20.948084834468318,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",0,mean_distance,0.4171940260484917,0.39926086213963574,0.4398807657766156,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",2880,mean_distance,0.2781330039457316,0.2505244457626759,0.304152880212132,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",5760,mean_distance,0.2838711989905278,0.2641727293426811,0.3056188967271737,24
stochastic_0_0,"(0-0,0-0)",stochastic,augmented_action_delay,Augmented (+action buffer + delay values),"(0,0)",8640,mean_distance,0.28330898131613746,0.26127309479561517,0.30442703148073635,24
