condition_id,condition_label,delay_family,variant,variant_label,delay_label,act_min,act_max,obs_min,obs_max,seed,iteration,train_steps,episode,kp,correction_scale,episode_steps,true_return,delayed_return,mean_distance,final_distance,min_distance,success
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,900000,0,0,0,0.7592573860315994,0.2384058440442351,83,-57.8394939918071,-57.28986814804375,0.6968613733952663,0.1832086145877838,0.023758908733725548,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,900000,0,0,1,0.7592573860315994,0.2384058440442351,84,-61.233996983617544,-59.178733464330435,0.7289761545668755,0.5138158798217773,0.011150836944580078,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,900000,0,0,2,0.7592573860315994,0.2384058440442351,82,-37.39974396582693,-37.38828968536109,0.4560944386076455,0.005727140232920647,0.005727140232920647,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,900000,0,0,3,0.7592573860315994,0.2384058440442351,89,-68.68315903097391,-65.05353424698114,0.7717208879884709,0.40329164266586304,0.01652582734823227,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,900000,0,0,4,0.7592573860315994,0.2384058440442351,83,-51.923882998526096,-51.13390127569437,0.625588951789471,0.2633272409439087,0.009350139647722244,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,900000,0,0,5,0.7592573860315994,0.2384058440442351,87,-51.09662215411663,-50.24343329668045,0.587317496024329,0.12188412249088287,0.03473217412829399,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,900000,0,0,6,0.7592573860315994,0.2384058440442351,93,-69.81323025003076,-64.91386089101434,0.750679895161621,0.37687456607818604,0.00807969644665718,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,900000,0,0,7,0.7592573860315994,0.2384058440442351,89,-53.117176371626556,-52.83502085786313,0.5968222064227703,0.03135061264038086,0.012383581139147282,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,901000,1,2880,0,0.6397896696076902,0.4293741588418708,84,-45.1607879139483,-44.95547579601407,0.5376284275470036,0.05132802948355675,0.023939747363328934,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,901000,1,2880,1,0.6397896696076902,0.4293741588418708,90,-45.287855591624975,-44.71886436268687,0.5031983954624997,0.05689912289381027,0.03529569134116173,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,901000,1,2880,2,0.6397896696076902,0.4293741588418708,88,-57.11233836133033,-56.67545798141509,0.6490038450151174,0.05461004748940468,0.01425717119127512,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,901000,1,2880,3,0.6397896696076902,0.4293741588418708,83,-61.95128540787846,-61.8150764638558,0.7464010290105838,0.04540298134088516,0.007049228064715862,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,901000,1,2880,4,0.6397896696076902,0.4293741588418708,90,-46.49277117848396,-44.24536865949631,0.5165863464275996,0.22474025189876556,0.03518639877438545,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,901000,1,2880,5,0.6397896696076902,0.4293741588418708,80,-40.17441833764315,-40.17441833764315,0.5021802292205393,0.025888439267873764,0.009394661523401737,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,901000,1,2880,6,0.6397896696076902,0.4293741588418708,83,-52.07518953643739,-52.01103062182665,0.6274119221257517,0.02138630487024784,0.02138630487024784,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,901000,1,2880,7,0.6397896696076902,0.4293741588418708,90,-26.49028126616031,-26.244275295175612,0.2943364585128923,0.024600597098469734,0.014255192130804062,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,902000,2,5760,0,0.5396545911078761,0.3200047420320532,92,-57.564335639588535,-57.27203610073775,0.6256993004303102,0.024358294904232025,0.008701962418854237,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,902000,2,5760,1,0.5396545911078761,0.3200047420320532,88,-47.800959282554686,-47.222781234420836,0.5431927191199396,0.07227225601673126,0.008202719502151012,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,902000,2,5760,2,0.5396545911078761,0.3200047420320532,86,-39.924619909375906,-39.722646843641996,0.46423976638809195,0.03366217762231827,0.008645929396152496,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,902000,2,5760,3,0.5396545911078761,0.3200047420320532,94,-36.685598290059716,-35.79492317745462,0.39027232223467784,0.06361965090036392,0.0072335307486355305,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,902000,2,5760,4,0.5396545911078761,0.3200047420320532,86,-46.479271557182074,-46.17674631997943,0.540456646013745,0.05042087286710739,0.02198443002998829,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,902000,2,5760,5,0.5396545911078761,0.3200047420320532,93,-56.91376738063991,-55.17410567216575,0.6119759933402141,0.13382013142108917,0.020450124517083168,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,902000,2,5760,6,0.5396545911078761,0.3200047420320532,88,-53.79364749509841,-52.831540015526116,0.6112914488079365,0.12026343494653702,0.007198193110525608,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,902000,2,5760,7,0.5396545911078761,0.3200047420320532,86,-58.46995269879699,-58.01450515910983,0.6798831709162441,0.07590792328119278,0.04400865361094475,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,903000,3,8640,0,0.5468929538661291,0.28971134331408077,82,-57.14890510588884,-56.97550604492426,0.6969378671449858,0.08669953048229218,0.03261303901672363,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,903000,3,8640,1,0.5468929538661291,0.28971134331408077,83,-52.06198174320161,-51.887881522998214,0.6272527920867664,0.05803340673446655,0.021291816607117653,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,903000,3,8640,2,0.5468929538661291,0.28971134331408077,88,-45.21090925624594,-44.740418860223144,0.5137603324573402,0.05881129950284958,0.00656408304348588,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,903000,3,8640,3,0.5468929538661291,0.28971134331408077,91,-74.3408328294754,-72.670942440629,0.8169322288953341,0.1518082171678543,0.05728907138109207,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,903000,3,8640,4,0.5468929538661291,0.28971134331408077,90,-70.00150963291526,-68.25199201330543,0.7777945514768362,0.17495176196098328,0.04036879539489746,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,903000,3,8640,5,0.5468929538661291,0.28971134331408077,90,-62.303817208856344,-61.027702029794455,0.6922646356539593,0.12761151790618896,0.04031496122479439,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,903000,3,8640,6,0.5468929538661291,0.28971134331408077,82,-38.37123318295926,-38.344145125709474,0.467941868084869,0.013544028624892235,0.010870291851460934,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,903000,3,8640,7,0.5468929538661291,0.28971134331408077,90,-57.8126905541867,-57.41199374757707,0.6423632283798523,0.04006968066096306,0.021133961156010628,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,904000,4,11520,0,0.5468929538661291,0.28971134331408077,85,-65.49624048545957,-65.25714150071144,0.770544005711289,0.047819796949625015,0.0439041443169117,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,904000,4,11520,1,0.5468929538661291,0.28971134331408077,84,-42.126065919175744,-42.037594282999635,0.5015007847520921,0.02211790904402733,0.019960220903158188,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,904000,4,11520,2,0.5468929538661291,0.28971134331408077,86,-77.30778902769089,-75.05781674385071,0.8989277793917545,0.3749953806400299,0.04839374125003815,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,904000,4,11520,3,0.5468929538661291,0.28971134331408077,92,-50.68793651089072,-50.316067945212126,0.5509558316401165,0.03098904713988304,0.021828997880220413,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,904000,4,11520,4,0.5468929538661291,0.28971134331408077,88,-45.34931301698089,-45.18989224359393,0.5153331024656919,0.019927596673369408,0.0178876593708992,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,904000,4,11520,5,0.5468929538661291,0.28971134331408077,89,-33.77139014657587,-33.217977671884,0.37945382187163895,0.06149027496576309,0.0053803520277142525,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,904000,4,11520,6,0.5468929538661291,0.28971134331408077,92,-42.71534058265388,-41.89492150954902,0.46429718024623784,0.06836825609207153,0.02288239635527134,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,904000,4,11520,7,0.5468929538661291,0.28971134331408077,88,-52.92790174484253,-52.761269956827164,0.6014534289186652,0.0208289735019207,0.0208289735019207,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,905000,5,14400,0,0.5468929538661291,0.28971134331408077,92,-55.2367790825665,-53.84955059364438,0.6003997726365924,0.11560237407684326,0.022117428481578827,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,905000,5,14400,1,0.5468929538661291,0.28971134331408077,85,-46.64535919763148,-46.401696695014834,0.5487689317368409,0.04873250052332878,0.025127647444605827,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,905000,5,14400,2,0.5468929538661291,0.28971134331408077,87,-54.30083920061588,-53.5003437846899,0.6241475770185734,0.11435648798942566,0.017024468630552292,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,905000,5,14400,3,0.5468929538661291,0.28971134331408077,87,-62.93552578147501,-62.719643524847925,0.7233968480629311,0.030840322375297546,0.011307182721793652,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,905000,5,14400,4,0.5468929538661291,0.28971134331408077,84,-53.54944878909737,-53.410964102484286,0.6374934379654449,0.03462117165327072,0.014611073769629002,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,905000,5,14400,5,0.5468929538661291,0.28971134331408077,85,-43.217418069019914,-42.38598587550223,0.5084402125767049,0.166286438703537,0.011996323242783546,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,905000,5,14400,6,0.5468929538661291,0.28971134331408077,83,-89.12815349176526,-87.9520297832787,1.0738331745995815,0.39204123616218567,0.048617105931043625,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,905000,5,14400,7,0.5468929538661291,0.28971134331408077,94,-58.26487729977816,-56.45586435031146,0.619839120210406,0.12921521067619324,0.01540082972496748,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,906000,6,17280,0,0.5468929538661291,0.28971134331408077,91,-40.31976493820548,-40.17493433691561,0.44307433998028,0.013166418299078941,0.013166418299078941,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,906000,6,17280,1,0.5468929538661291,0.28971134331408077,87,-72.69308352470398,-71.85180404782295,0.8355526841919998,0.12018278241157532,0.07760724425315857,0.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,906000,6,17280,2,0.5468929538661291,0.28971134331408077,89,-66.54242461081594,-66.38978547696024,0.7476676922563589,0.0169599037617445,0.010020372457802296,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,906000,6,17280,3,0.5468929538661291,0.28971134331408077,86,-51.4034833596088,-51.28656872967258,0.5977149227861488,0.019485771656036377,0.005753908306360245,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,906000,6,17280,4,0.5468929538661291,0.28971134331408077,84,-37.07310386188328,-36.89767821319401,0.44134647454622955,0.043856412172317505,0.02714298851788044,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,906000,6,17280,5,0.5468929538661291,0.28971134331408077,87,-53.50694448687136,-53.19063285179436,0.6150223504238087,0.04518737643957138,0.027518892660737038,1.0
stochastic_0_40,"(0-40,0-40)",stochastic,unseen,Unseen delay,"(0-40,0-40)",0,40,0,40,906000,6,17280,6,0.5468929538661291,0.28971134331408077,88,-50.26120486855507,-49.94292876124382,0.5711500553244894,0.0397845134139061,0.003543522208929062,1.0
