metric,horizon_k,cond,iqm_cm,iqr_lo_cm,iqr_hi_cm,n
operator_ee,18,on,4.6321,3.0988,6.3301,666
operator_ee,19,on,4.6081,3.1118,6.3217,646
operator_ee,20,on,4.2811,2.8266,6.0521,626
operator_ee,21,on,4.3429,2.8609,6.0701,606
operator_ee,22,on,4.3798,2.9335,5.9974,586
operator_ee,23,on,4.1725,2.6111,5.7645,566
operator_ee,24,on,3.9882,2.4380,5.6159,546
track,1,off,5.0214,2.3669,8.0755,1006
track,2,off,7.7406,3.7419,12.6196,986
track,3,off,9.5407,4.3708,15.3697,966
track,4,off,10.8207,5.1698,17.0788,946
track,5,off,11.9057,5.4637,19.3642,926
track,6,off,12.7677,6.2604,21.3851,906
track,7,off,13.6069,6.0412,23.0753,886
track,8,off,14.3105,6.7551,24.8108,866
track,9,off,15.0236,6.5743,26.7608,846
track,10,off,15.7213,6.9832,28.1521,826
track,11,off,16.3462,7.1566,29.9026,806
track,12,off,16.9569,7.0613,30.9772,786
track,13,off,17.5934,7.5055,32.4382,766
track,14,off,18.2414,7.6050,34.0375,746
track,15,off,18.8244,7.9290,35.3152,726
track,16,off,19.3811,8.0924,36.5260,706
track,17,off,19.8508,7.9847,37.7420,686
track,18,off,20.2564,8.2243,38.0155,666
track,19,off,20.5875,8.0296,38.3048,646
track,20,off,20.8381,8.5614,38.3699,626
track,21,off,20.9705,8.5652,39.0357,606
track,22,off,20.9975,8.5449,38.4653,586
track,23,off,20.8812,8.5810,38.1813,566
track,24,off,20.6731,8.6727,37.3888,546
track,1,on,5.0058,2.3374,8.2706,1006
track,2,on,16.5341,4.5495,63.9242,986
track,3,on,6.8747,3.2195,11.9220,966
track,4,on,5.9933,2.7030,9.7795,946
track,5,on,4.8478,2.1192,8.0096,926
track,6,on,4.6801,2.0617,8.2381,906
track,7,on,4.1852,2.0142,6.9167,886
track,8,on,4.3946,2.0974,7.1805,866
track,9,on,4.2011,1.9168,7.0190,846
track,10,on,3.8354,1.6787,6.4088,826
track,11,on,3.7716,1.7730,6.0118,806
track,12,on,3.5184,1.5409,5.9429,786
track,13,on,3.6027,1.7043,5.8498,766
track,14,on,3.3927,1.5543,5.6046,746
track,15,on,3.3224,1.5344,5.5664,726
track,16,on,3.3335,1.6878,5.4773,706
track,17,on,3.3260,1.7103,5.2912,686
track,18,on,3.3871,1.5932,5.5780,666
track,19,on,3.2230,1.5597,5.3651,646
track,20,on,3.1741,1.6083,5.1803,626
track,21,on,3.1535,1.4157,5.1570,606
track,22,on,3.1884,1.4512,5.0718,586
track,23,on,2.9019,1.2240,4.8660,566
track,24,on,3.0046,1.3259,5.0239,546
full_l2,1,off,10.8848,8.4445,14.9629,1006
full_l2,2,off,16.2298,11.9523,21.5530,986
full_l2,3,off,20.3016,14.7850,26.7115,966
full_l2,4,off,23.8464,16.3388,31.4303,946
full_l2,5,off,27.3067,18.2741,35.9341,926
full_l2,6,off,30.3884,20.5256,41.4370,906
full_l2,7,off,33.4372,22.3818,46.6814,886
full_l2,8,off,36.4660,23.8511,52.6178,866
full_l2,9,off,39.4749,25.1715,58.2567,846
full_l2,10,off,42.3940,26.4061,64.3098,826
full_l2,11,off,45.4804,27.5907,70.0671,806
full_l2,12,off,48.4834,28.9685,74.2447,786
full_l2,13,off,51.3885,30.6613,79.8528,766
full_l2,14,off,54.3159,32.1826,86.0537,746
full_l2,15,off,57.2481,33.8333,92.8176,726
full_l2,16,off,60.1305,34.7430,99.5326,706
full_l2,17,off,62.9900,36.3879,105.0256,686
full_l2,18,off,65.5115,37.2789,111.0707,666
full_l2,19,off,67.7068,38.9596,114.0488,646
full_l2,20,off,69.6797,40.1886,118.2456,626
full_l2,21,off,71.5720,41.7099,126.6658,606
full_l2,22,off,73.3113,42.4487,129.8904,586
full_l2,23,off,75.0882,43.6608,135.0537,566
full_l2,24,off,76.7924,45.3259,138.1822,546
full_l2,1,on,11.0383,8.4847,15.1997,1006
full_l2,2,on,86.2962,19.9203,288.1603,986
full_l2,3,on,23.2071,14.5151,38.4311,966
full_l2,4,on,22.1234,14.1567,35.0881,946
full_l2,5,on,17.8084,12.5160,25.4447,926
full_l2,6,on,17.4684,11.9785,24.7349,906
full_l2,7,on,14.9657,11.1649,20.9483,886
full_l2,8,on,15.1565,11.1991,20.7221,866
full_l2,9,on,14.1254,11.0746,19.0239,846
full_l2,10,on,14.0205,10.5863,18.7426,826
full_l2,11,on,12.8581,9.9994,17.3538,806
full_l2,12,on,12.9135,9.6551,17.0453,786
full_l2,13,on,12.6914,9.7274,16.3628,766
full_l2,14,on,11.9289,9.2322,15.6070,746
full_l2,15,on,11.4771,8.9650,14.7904,726
full_l2,16,on,11.6337,9.1538,15.0674,706
full_l2,17,on,11.0892,8.8377,13.9756,686
full_l2,18,on,11.1077,8.9153,13.9483,666
full_l2,19,on,10.9353,8.7934,13.3391,646
full_l2,20,on,10.7471,8.6095,13.6615,626
full_l2,21,on,10.5516,8.3899,13.1302,606
full_l2,22,on,10.5199,8.3713,12.9861,586
full_l2,23,on,10.2227,8.3160,12.3384,566
full_l2,24,on,10.1769,8.3114,12.4457,546
