metric,horizon_k,cond,iqm_cm,iqr_lo_cm,iqr_hi_cm,n
remote_ee,12,on,5.0328,3.8970,6.1982,780
remote_ee,13,on,4.7519,3.6725,5.9173,760
remote_ee,14,on,5.0067,3.8349,6.0845,740
remote_ee,15,on,4.8648,3.7395,5.9205,720
remote_ee,16,on,4.9818,3.9017,5.9834,700
remote_ee,17,on,4.7498,3.7552,5.7127,680
remote_ee,18,on,4.9332,3.8060,5.9577,660
remote_ee,19,on,5.0074,3.9538,6.0413,640
remote_ee,20,on,5.0470,4.0110,6.1200,620
remote_ee,21,on,4.9672,3.9664,5.8868,600
remote_ee,22,on,5.1306,4.1598,5.9949,580
remote_ee,23,on,4.9716,3.9892,5.9314,560
remote_ee,24,on,5.0478,4.0909,5.9835,540
operator_ee,1,off,6.2640,4.2021,8.5843,1000
operator_ee,2,off,9.0474,6.3886,12.0949,980
operator_ee,3,off,10.4960,7.4415,14.1806,960
operator_ee,4,off,11.3361,7.8261,15.4696,940
operator_ee,5,off,11.7902,8.0385,16.0731,920
operator_ee,6,off,12.0900,8.3466,16.7834,900
operator_ee,7,off,12.3477,8.5117,17.0443,880
operator_ee,8,off,12.5981,8.4823,17.5282,860
operator_ee,9,off,12.8861,8.4740,17.9561,840
operator_ee,10,off,13.1713,8.6996,18.4070,820
operator_ee,11,off,13.4192,8.9926,18.5620,800
operator_ee,12,off,13.6153,9.1445,18.7767,780
operator_ee,13,off,13.8144,9.3408,19.3444,760
operator_ee,14,off,13.9779,9.3229,19.4750,740
operator_ee,15,off,14.1403,9.1836,19.7355,720
operator_ee,16,off,14.2693,9.3264,20.1431,700
operator_ee,17,off,14.4327,9.3768,20.5183,680
operator_ee,18,off,14.5854,9.3596,20.6700,660
operator_ee,19,off,14.7392,9.4252,20.6308,640
operator_ee,20,off,14.9296,9.6036,20.9876,620
operator_ee,21,off,15.1336,9.8091,21.0910,600
operator_ee,22,off,15.3393,9.8307,20.9492,580
operator_ee,23,off,15.5344,10.0534,20.9729,560
operator_ee,24,off,15.7303,10.1722,20.9960,540
operator_ee,1,on,6.4406,4.3652,8.7679,1000
operator_ee,2,on,13.4057,6.3770,37.3683,980
operator_ee,3,on,7.4452,5.1126,10.2975,960
operator_ee,4,on,6.4474,4.2775,9.5724,940
operator_ee,5,on,6.4222,4.3777,8.7764,920
operator_ee,6,on,6.4197,4.1837,9.1123,900
operator_ee,7,on,5.8816,3.9381,8.0386,880
operator_ee,8,on,5.4316,3.5126,7.7829,860
operator_ee,9,on,5.2602,3.4960,7.1109,840
operator_ee,10,on,5.0160,3.1908,6.7666,820
operator_ee,11,on,4.8272,2.9842,6.8191,800
operator_ee,12,on,4.7103,2.8439,6.6400,780
operator_ee,13,on,4.6286,2.9519,6.3137,760
operator_ee,14,on,4.5265,3.0058,6.1442,740
operator_ee,15,on,4.4367,2.8622,6.1814,720
operator_ee,16,on,4.1386,2.6200,5.8256,700
operator_ee,17,on,4.0282,2.6840,5.6006,680
operator_ee,18,on,4.1131,2.6481,5.7517,660
operator_ee,19,on,4.0827,2.5024,5.7789,640
operator_ee,20,on,3.9762,2.4018,5.8831,620
operator_ee,21,on,3.8350,2.2842,5.6120,600
operator_ee,22,on,3.6979,2.2527,5.5946,580
operator_ee,23,on,3.5765,2.0901,5.4254,560
operator_ee,24,on,3.4714,1.9732,5.1002,540
track,1,off,4.7885,1.9661,8.0409,1000
track,2,off,6.9439,2.9111,12.4971,980
track,3,off,7.9242,3.2688,14.6670,960
track,4,off,8.5417,3.4443,16.7486,940
track,5,off,9.2196,3.8663,17.6842,920
track,6,off,9.9858,4.4220,19.4327,900
track,7,off,10.8789,4.7689,20.1501,880
track,8,off,11.7583,4.6205,21.8110,860
track,9,off,12.5750,4.7988,23.5250,840
track,10,off,13.3064,4.6965,25.2531,820
track,11,off,13.9164,4.9763,27.4657,800
track,12,off,14.4837,4.8558,29.1497,780
track,13,off,14.9465,4.7375,31.4338,760
track,14,off,15.3179,4.6549,33.0081,740
track,15,off,15.6629,4.6361,35.0245,720
track,16,off,15.9342,4.4660,36.3673,700
track,17,off,16.1594,4.4396,37.8559,680
track,18,off,16.2871,4.3914,39.1729,660
track,19,off,16.3599,4.1714,39.5060,640
track,20,off,16.2953,4.2978,39.8299,620
track,21,off,16.1364,4.1847,40.6077,600
track,22,off,15.8509,4.4081,39.1355,580
track,23,off,15.4498,4.3279,38.9442,560
track,24,off,14.8932,4.3578,37.4576,540
track,1,on,4.7264,1.9405,8.1493,1000
track,2,on,11.7896,3.8318,39.6489,980
track,3,on,5.0385,1.9719,8.5862,960
track,4,on,4.5288,2.0402,7.6250,940
track,5,on,4.2004,2.0268,6.8743,920
track,6,on,4.5174,1.8968,7.4968,900
track,7,on,3.6903,1.5940,6.5295,880
track,8,on,3.6893,1.7853,6.2726,860
track,9,on,3.5354,1.5429,5.8298,840
track,10,on,3.2217,1.4959,5.4562,820
track,11,on,3.1542,1.4921,5.2907,800
track,12,on,3.1686,1.6195,5.1943,780
track,13,on,3.1113,1.3593,5.0871,760
track,14,on,3.0240,1.4173,4.9184,740
track,15,on,2.8820,1.3967,4.9140,720
track,16,on,2.9242,1.3713,4.8549,700
track,17,on,2.9570,1.3651,4.8405,680
track,18,on,3.1427,1.4369,5.0866,660
track,19,on,3.0590,1.3751,5.2731,640
track,20,on,2.9865,1.3305,4.8714,620
track,21,on,2.7920,1.2651,4.7330,600
track,22,on,2.7911,1.2373,4.5526,580
track,23,on,2.6157,1.1071,4.5508,560
track,24,on,2.5853,1.1534,4.3433,540
full_l2,1,off,11.7402,8.9372,15.5088,1000
full_l2,2,off,17.5228,13.1270,23.2860,980
full_l2,3,off,22.3704,16.9072,30.2598,960
full_l2,4,off,26.7208,19.6434,36.2111,940
full_l2,5,off,30.9508,22.4338,42.4662,920
full_l2,6,off,35.2510,24.8965,48.3831,900
full_l2,7,off,39.3727,27.6154,53.9228,880
full_l2,8,off,43.5715,29.9918,59.8136,860
full_l2,9,off,47.7329,32.3296,65.1551,840
full_l2,10,off,51.8351,34.6451,70.7609,820
full_l2,11,off,55.9557,36.9584,77.6251,800
full_l2,12,off,60.1087,39.0908,85.0025,780
full_l2,13,off,64.1488,41.4845,92.2436,760
full_l2,14,off,68.1039,43.8239,102.2062,740
full_l2,15,off,72.1791,46.9648,108.8188,720
full_l2,16,off,76.2511,49.1204,114.6792,700
full_l2,17,off,80.0669,51.4292,131.0894,680
full_l2,18,off,83.8458,52.8348,143.5108,660
full_l2,19,off,87.5081,55.4022,152.3476,640
full_l2,20,off,91.0871,57.6743,155.5457,620
full_l2,21,off,94.6533,59.3405,159.8784,600
full_l2,22,off,98.1088,61.3913,163.1981,580
full_l2,23,off,101.2710,62.9810,165.0887,560
full_l2,24,off,104.3316,64.9557,167.6647,540
full_l2,1,on,12.0778,9.2002,15.7811,1000
full_l2,2,on,112.1241,19.5627,403.3022,980
full_l2,3,on,24.1478,14.4950,41.6391,960
full_l2,4,on,19.9802,12.7461,32.6561,940
full_l2,5,on,17.9336,12.4470,26.0630,920
full_l2,6,on,17.7460,12.2198,25.6965,900
full_l2,7,on,15.4594,10.9294,22.6477,880
full_l2,8,on,16.0617,11.2098,23.2691,860
full_l2,9,on,14.0490,10.0820,20.0827,840
full_l2,10,on,14.5137,10.2414,21.1152,820
full_l2,11,on,13.1431,9.6409,18.7442,800
full_l2,12,on,14.0344,10.0707,19.6420,780
full_l2,13,on,12.5529,9.2858,17.2919,760
full_l2,14,on,12.9652,9.5547,18.4320,740
full_l2,15,on,12.0984,9.3347,16.0021,720
full_l2,16,on,12.3998,9.2498,16.6619,700
full_l2,17,on,11.4355,8.7271,15.0570,680
full_l2,18,on,11.7120,8.8308,15.1666,660
full_l2,19,on,11.5359,8.7284,14.7430,640
full_l2,20,on,11.5191,9.0360,14.7318,620
full_l2,21,on,11.0344,8.6845,14.2111,600
full_l2,22,on,11.1755,8.7614,14.1739,580
full_l2,23,on,10.8287,8.4468,13.6839,560
full_l2,24,on,11.0240,8.6937,13.8836,540
