metric,horizon_k,cond,iqm_cm,iqr_lo_cm,iqr_hi_cm,n
track,24,off,12.6566,4.4764,32.0624,217
track,1,on,5.9326,2.9930,9.6391,401
track,2,on,11.1482,4.0882,25.9103,393
track,3,on,4.7100,2.3848,7.5833,385
track,4,on,5.3984,2.3768,9.1787,377
track,5,on,4.6425,2.1863,7.3108,369
track,6,on,4.9373,2.7444,7.8685,361
track,7,on,4.0558,1.7412,6.8086,353
track,8,on,3.8916,1.7287,6.4986,345
track,9,on,3.5393,1.7429,5.4541,337
track,10,on,3.6981,1.8290,6.0422,329
track,11,on,3.4128,1.5387,5.2554,321
track,12,on,3.3693,1.3798,5.8304,313
track,13,on,2.8610,1.2334,4.7596,305
track,14,on,3.4150,1.6574,5.4273,297
track,15,on,3.2477,1.6029,5.0913,289
track,16,on,3.3129,1.5776,5.3151,281
track,17,on,3.0265,1.2558,5.0216,273
track,18,on,3.4987,1.7174,5.3600,265
track,19,on,3.1526,1.4992,5.0848,257
track,20,on,3.3442,1.6313,5.4960,249
track,21,on,2.9241,1.1790,5.0663,241
track,22,on,2.9484,1.3139,4.6127,233
track,23,on,2.7696,1.3795,4.7408,225
track,24,on,2.8419,1.2426,4.7398,217
full_l2,1,off,16.0574,12.4601,20.0526,401
full_l2,2,off,21.6689,16.6063,26.7941,393
full_l2,3,off,25.3784,19.9039,33.0766,385
full_l2,4,off,28.3605,22.9710,36.7942,377
full_l2,5,off,31.0211,25.4415,41.3912,369
full_l2,6,off,33.9397,27.9221,48.6686,361
full_l2,7,off,37.0203,29.8324,54.4748,353
full_l2,8,off,40.2992,31.7007,63.0085,345
full_l2,9,off,43.8138,34.0629,69.1549,337
full_l2,10,off,48.0141,35.4010,89.0731,329
full_l2,11,off,52.1396,36.7876,99.3841,321
full_l2,12,off,56.3275,38.2382,107.1630,313
full_l2,13,off,59.9523,39.0950,107.2360,305
full_l2,14,off,63.0620,40.7640,108.1566,297
full_l2,15,off,65.9774,40.7182,109.4508,289
full_l2,16,off,68.8218,42.1016,112.1756,281
full_l2,17,off,71.3357,41.9274,119.2783,273
full_l2,18,off,73.5205,43.3632,126.7998,265
full_l2,19,off,75.4928,46.1034,131.4830,257
full_l2,20,off,77.3600,45.4473,141.7977,249
full_l2,21,off,80.0368,46.4939,143.8434,241
full_l2,22,off,83.1816,48.4718,146.1713,233
full_l2,23,off,85.8446,48.6428,157.7203,225
full_l2,24,off,88.5635,49.5530,161.0871,217
full_l2,1,on,16.4805,12.5274,21.4620,401
full_l2,2,on,47.0621,20.7278,127.5056,393
full_l2,3,on,18.6788,14.1570,24.4262,385
full_l2,4,on,24.4210,14.2935,39.8718,377
full_l2,5,on,18.1829,13.7641,23.8797,369
full_l2,6,on,19.1551,12.7149,29.1880,361
full_l2,7,on,15.5056,11.8182,22.0532,353
full_l2,8,on,16.4764,10.9369,24.6088,345
full_l2,9,on,13.5009,10.3411,17.9126,337
full_l2,10,on,15.2059,11.1091,21.5129,329
full_l2,11,on,13.9114,9.8670,20.0062,321
full_l2,12,on,14.2636,10.1190,20.5722,313
full_l2,13,on,12.7974,9.4943,17.5020,305
full_l2,14,on,13.4692,9.6170,19.5614,297
full_l2,15,on,12.1580,9.1186,16.7732,289
full_l2,16,on,12.7683,8.9628,18.1080,281
full_l2,17,on,11.5563,8.2740,15.9626,273
full_l2,18,on,12.2023,8.6496,16.4464,265
full_l2,19,on,11.7248,8.6051,15.9830,257
full_l2,20,on,12.2698,8.5993,16.7345,249
full_l2,21,on,11.3857,8.6059,15.0016,241
full_l2,22,on,11.7115,8.5237,15.4155,233
full_l2,23,on,10.7308,8.3556,14.1801,225
full_l2,24,on,11.1582,8.1509,14.9857,217
