metric,horizon_k,cond,iqm_cm,iqr_lo_cm,iqr_hi_cm,n
full_l2,15,off,74.2761,58.3822,98.6684,293
full_l2,16,off,77.2693,61.2097,102.1947,285
full_l2,17,off,80.2010,63.7552,106.7222,277
full_l2,18,off,83.0397,65.6527,109.9851,269
full_l2,19,off,86.1997,65.2873,114.4841,261
full_l2,20,off,89.4576,68.1025,119.9793,253
full_l2,21,off,92.7758,70.8759,120.8159,245
full_l2,22,off,95.8812,73.0845,121.1195,237
full_l2,23,off,98.8277,75.9484,122.9655,229
full_l2,24,off,101.4247,78.6883,123.7884,221
full_l2,1,on,9.8707,6.8207,15.5557,405
full_l2,2,on,15.3377,10.9265,22.8451,397
full_l2,3,on,20.5255,15.5255,29.3572,389
full_l2,4,on,24.8845,18.8369,35.3670,381
full_l2,5,on,29.1526,22.5354,39.3903,373
full_l2,6,on,33.2317,25.7219,45.4579,365
full_l2,7,on,37.3699,29.1881,52.3279,357
full_l2,8,on,41.3898,31.7038,58.4601,349
full_l2,9,on,45.4511,34.5880,62.7048,341
full_l2,10,on,49.1923,36.5736,67.8655,333
full_l2,11,on,52.9169,39.2388,71.3441,325
full_l2,12,on,56.3513,41.5742,77.1682,317
full_l2,13,on,59.3784,44.1924,82.1253,309
full_l2,14,on,61.8296,46.1949,84.9707,301
full_l2,15,on,64.3503,47.7772,88.4690,293
full_l2,16,on,66.5354,48.5129,91.4458,285
full_l2,17,on,68.5453,48.8494,95.0140,277
full_l2,18,on,70.6886,49.5978,99.7936,269
full_l2,19,on,72.6417,50.4108,103.8266,261
full_l2,20,on,74.5132,49.1474,108.9398,253
full_l2,21,on,76.4553,50.2166,111.9809,245
full_l2,22,on,78.1498,49.7239,116.4884,237
full_l2,23,on,79.6430,50.1181,121.0476,229
full_l2,24,on,80.8035,50.8455,126.2593,221
