metric,env_id,experiment,comparison,variant,variant_label,series,train_delay,eval_delay,x_value,x_label,iqm,q1,q3,n
episode_mean_distance,FetchPush-RemotePDNorm-v0,action_vs_observation,observation_delay_only,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(0,20)","(0,20)",20.0,Observation,0.04734099948482715,0.03974393357722353,0.05736751574690317,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,action_vs_observation,observation_delay_only,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(0,30)","(0,30)",30.0,Observation,0.047172287031251404,0.03515937986667263,0.06361212320043697,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,action_vs_observation,observation_delay_only,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(0,40)","(0,40)",40.0,Observation,0.04537088656986852,0.035819400407166926,0.05653028968307702,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,action_vs_observation,observation_delay_only,unseen,Unseen delay,Unseen delay,"(0,0)","(0,0)",0.0,Observation,0.031491102347892555,0.0176749318721704,0.044162993165664355,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,action_vs_observation,observation_delay_only,unseen,Unseen delay,Unseen delay,"(0,10)","(0,10)",10.0,Observation,0.03446402802566683,0.01872826145748445,0.052583051217758706,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,action_vs_observation,observation_delay_only,unseen,Unseen delay,Unseen delay,"(0,20)","(0,20)",20.0,Observation,0.0268353699050785,0.015821948926895826,0.0406590593617043,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,action_vs_observation,observation_delay_only,unseen,Unseen delay,Unseen delay,"(0,30)","(0,30)",30.0,Observation,0.02417429082292068,0.01671114787750405,0.0356908878020476,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,action_vs_observation,observation_delay_only,unseen,Unseen delay,Unseen delay,"(0,40)","(0,40)",40.0,Observation,0.018986108025995097,0.012715558682167324,0.02648909224404225,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,constant_sweep,constant_delay_length,augmented_action,Augmented (+action buffer),Augmented (+action buffer),"(0,0)","(0,0)",0.0,"(0,0)",0.02848061129418196,0.0222210117406211,0.03662163923960175,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,constant_sweep,constant_delay_length,augmented_action,Augmented (+action buffer),Augmented (+action buffer),"(10,10)","(10,10)",10.0,"(10,10)",0.07636136316434321,0.048812857926047074,0.10511116479756302,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,constant_sweep,constant_delay_length,augmented_action,Augmented (+action buffer),Augmented (+action buffer),"(15,15)","(15,15)",15.0,"(15,15)",0.09770043723371163,0.048311628198895874,0.1777703859341832,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,constant_sweep,constant_delay_length,augmented_action,Augmented (+action buffer),Augmented (+action buffer),"(20,20)","(20,20)",20.0,"(20,20)",0.1921512757608268,0.07163601505703157,0.2848287354489522,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,constant_sweep,constant_delay_length,augmented_action,Augmented (+action buffer),Augmented (+action buffer),"(5,5)","(5,5)",5.0,"(5,5)",0.05280677172418848,0.04057444785086605,0.06666346953504462,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,constant_sweep,constant_delay_length,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(0,0)","(0,0)",0.0,"(0,0)",0.029260378530225662,0.021083978535607426,0.0373035735730081,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,constant_sweep,constant_delay_length,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(10,10)","(10,10)",10.0,"(10,10)",0.08919271534223416,0.060959106272396896,0.1187249204764763,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,constant_sweep,constant_delay_length,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(15,15)","(15,15)",15.0,"(15,15)",0.10403810093243816,0.0469985824508162,0.15727050973532286,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,constant_sweep,constant_delay_length,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(20,20)","(20,20)",20.0,"(20,20)",0.12455535569414494,0.054505401239397754,0.25540952618632995,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,constant_sweep,constant_delay_length,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(5,5)","(5,5)",5.0,"(5,5)",0.05490785799768157,0.042366195563226926,0.0649537855526432,100
