metric,horizon_k,cond,iqm_cm,iqr_lo_cm,iqr_hi_cm
operator_ee,15,absp,13.2090,9.6762,17.8007
operator_ee,16,absp,13.3559,9.7931,17.9937
operator_ee,17,absp,13.5406,9.9237,18.6934
operator_ee,18,absp,13.7650,10.1671,19.0978
operator_ee,19,absp,13.9416,10.3545,19.3724
operator_ee,20,absp,14.0871,10.4998,19.5909
operator_ee,21,absp,14.2364,10.5951,19.8548
operator_ee,22,absp,14.4075,10.6945,20.0458
operator_ee,23,absp,14.5224,10.8329,20.5859
operator_ee,24,absp,14.5743,11.0538,21.2441
operator_ee,1,sbsp,3.7771,2.5762,4.9118
operator_ee,2,sbsp,6.0129,3.8397,8.0606
operator_ee,3,sbsp,7.4174,4.5866,10.2488
operator_ee,4,sbsp,8.4112,5.0542,11.8756
operator_ee,5,sbsp,9.2640,5.7542,13.1135
operator_ee,6,sbsp,10.2289,6.5199,13.8603
operator_ee,7,sbsp,11.1255,7.3154,14.9943
operator_ee,8,sbsp,11.8797,7.7804,15.8671
operator_ee,9,sbsp,12.5776,8.2639,16.8879
operator_ee,10,sbsp,13.2227,8.8117,17.5251
operator_ee,11,sbsp,13.7468,9.5460,18.1300
operator_ee,12,sbsp,14.1926,9.6799,18.9112
operator_ee,13,sbsp,14.5450,9.8962,19.5512
operator_ee,14,sbsp,14.7797,9.8767,20.2048
operator_ee,15,sbsp,14.8768,10.0226,20.8358
operator_ee,16,sbsp,14.9283,9.5091,20.6479
operator_ee,17,sbsp,14.9342,9.4075,21.2439
operator_ee,18,sbsp,14.8873,9.3865,21.5917
operator_ee,19,sbsp,14.7486,9.4030,21.4303
operator_ee,20,sbsp,14.5317,9.5160,21.4618
operator_ee,21,sbsp,14.2773,9.3186,21.1238
operator_ee,22,sbsp,14.0776,9.0347,20.5556
operator_ee,23,sbsp,13.6721,9.0245,19.8802
operator_ee,24,sbsp,13.1641,8.8776,18.6930
track,1,absp,4.0219,1.7686,7.0291
track,2,absp,5.8299,2.4314,9.9315
track,3,absp,7.0373,2.6587,11.4261
track,4,absp,7.6924,3.0565,12.9434
track,5,absp,8.0988,3.3953,13.8469
track,6,absp,8.3480,3.7807,14.3925
track,7,absp,8.5388,3.6116,15.3558
track,8,absp,8.7133,3.5610,16.5223
track,9,absp,8.9057,3.4979,17.5385
track,10,absp,9.1599,3.6864,18.0985
track,11,absp,9.4629,3.6194,18.9836
track,12,absp,9.7428,3.6991,19.8152
track,13,absp,9.9709,4.0067,20.6761
track,14,absp,10.2228,4.2115,21.3507
track,15,absp,10.4567,4.4998,21.5106
track,16,absp,10.6923,4.6817,22.2707
track,17,absp,10.8721,4.9755,22.5801
track,18,absp,11.0740,4.8901,23.0561
track,19,absp,11.2598,5.1964,23.9043
track,20,absp,11.4281,5.4252,24.4784
track,21,absp,11.6166,5.4247,23.9400
track,22,absp,11.7339,5.6709,23.5937
track,23,absp,11.8751,5.9147,23.4334
track,24,absp,12.0309,6.2208,22.5440
track,1,sbsp,2.2120,0.9010,3.8412
track,2,sbsp,3.1576,1.1087,6.1557
track,3,sbsp,4.2185,1.5515,8.6092
track,4,sbsp,4.8956,1.5789,10.2008
track,5,sbsp,5.6777,2.0298,11.3772
track,6,sbsp,6.3426,2.1228,12.3769
track,7,sbsp,6.9134,2.5556,13.2539
track,8,sbsp,7.5711,2.6302,14.8761
track,9,sbsp,8.2938,2.9338,16.4045
track,10,sbsp,8.9955,3.4020,17.2455
track,11,sbsp,9.6238,3.7128,18.0153
track,12,sbsp,10.1727,4.0880,19.3810
track,13,sbsp,10.5342,4.0853,20.1776
track,14,sbsp,10.8773,3.8551,22.0443
track,15,sbsp,11.0670,3.9421,22.4236
track,16,sbsp,11.3320,4.1513,23.2873
track,17,sbsp,11.5331,4.3204,24.2325
track,18,sbsp,11.9138,5.0889,24.4323
track,19,sbsp,12.2496,5.1906,24.9900
track,20,sbsp,12.6852,5.4536,24.9330
track,21,sbsp,12.8647,5.8135,25.7028
track,22,sbsp,12.9363,5.8088,24.3034
track,23,sbsp,12.6237,6.0061,24.8795
track,24,sbsp,12.1049,5.1574,24.5494
full_l2,1,absp,11.2626,8.2371,15.5288
full_l2,2,absp,16.4777,12.0369,24.6745
full_l2,3,absp,20.4980,14.4652,32.1593
full_l2,4,absp,23.7587,15.9484,37.5045
full_l2,5,absp,26.9833,16.9432,41.6486
full_l2,6,absp,30.0463,18.4023,46.2878
full_l2,7,absp,33.3666,19.8504,53.4868
full_l2,8,absp,36.5624,21.1333,64.4625
full_l2,9,absp,40.2169,22.8104,72.3971
full_l2,10,absp,43.7397,23.7995,81.5835
full_l2,11,absp,47.4643,25.2372,89.1131
full_l2,12,absp,51.0251,26.4829,98.1608
full_l2,13,absp,54.7926,28.4158,105.2506
full_l2,14,absp,58.5182,29.6241,111.6342
full_l2,15,absp,62.2972,31.2507,122.7693
full_l2,16,absp,66.1100,32.2608,139.7377
full_l2,17,absp,69.8884,33.5309,150.4569
full_l2,18,absp,73.4711,35.3365,155.2506
full_l2,19,absp,76.6953,36.6173,158.4352
full_l2,20,absp,79.7458,38.2637,160.6681
full_l2,21,absp,82.6810,40.7481,162.6143
full_l2,22,absp,85.4063,41.8668,163.2641
full_l2,23,absp,88.0719,43.6700,164.4582
full_l2,24,absp,90.7010,44.3585,166.4223
full_l2,1,sbsp,10.8878,8.1754,15.4182
full_l2,2,sbsp,15.1637,10.1881,22.3051
full_l2,3,sbsp,19.5626,13.1832,29.6346
full_l2,4,sbsp,22.7704,14.1640,36.6284
full_l2,5,sbsp,26.6721,17.0110,42.8522
full_l2,6,sbsp,29.6618,18.1468,48.6495
full_l2,7,sbsp,33.2972,20.3963,55.1277
full_l2,8,sbsp,36.0701,21.4431,61.3918
full_l2,9,sbsp,39.6969,23.6009,69.1465
full_l2,10,sbsp,43.1509,25.3151,78.7840
full_l2,11,sbsp,46.9694,27.2310,86.8901
full_l2,12,sbsp,50.5864,28.4972,96.0523
full_l2,13,sbsp,54.2682,30.1005,109.2243
full_l2,14,sbsp,57.5072,31.3639,120.0397
full_l2,15,sbsp,61.0542,33.1171,127.4212
full_l2,16,sbsp,64.2103,34.2488,137.4555
full_l2,17,sbsp,67.7670,35.7159,146.7306
full_l2,18,sbsp,70.9172,36.3491,154.4947
full_l2,19,sbsp,73.8989,38.2133,159.6791
full_l2,20,sbsp,76.3954,38.2240,160.5498
full_l2,21,sbsp,78.7625,39.7971,161.0721
full_l2,22,sbsp,80.7262,40.0782,161.3461
full_l2,23,sbsp,82.5756,40.4902,161.6242
full_l2,24,sbsp,84.2407,40.9085,161.9436
